text,metadata,level
"Cụm văn bản mô tả mô hình đào tạo linh hoạt và hội nhập quốc tế của Đại học Bách Khoa Hà Nội, hướng đến phát triển sự nghiệp cho sinh viên.  Sinh viên có nhiều lựa chọn ngành học và có thể theo học các chương trình tích hợp:

* **Chương trình tích hợp Cử nhân + Kỹ sư:**  Tập trung vào trang bị kiến thức và kỹ năng chuyên sâu, tạo ra các chuyên gia có năng lực làm chủ và phát triển công nghệ, phù hợp với làm việc tại các bộ phận R&D, khởi nghiệp hoặc tiếp tục học lên Tiến sĩ.

* **Chương trình tích hợp Cử nhân + Thạc sỹ (5,5 năm):**  Chương trình Thạc sỹ chuyên sâu, định hướng nghiên cứu và học thuật, chuẩn bị cho sinh viên làm việc tại các bộ phận R&D, hoặc học lên nghiên cứu sinh, trở thành chuyên gia đầu ngành. Chương trình này nhấn mạnh vào nghiên cứu thực hành tại các phòng thí nghiệm hiện đại của trường.

Ngoài ra, trường còn có các hệ đào tạo Đại học, Thạc sỹ và Tiến sĩ.
","{'id': ['0', '2', '3', '6', '14'], 'source': ['Mô hình đào tạo Trường Công nghệ Thông tin và Truyền thông.txt']}",1
"Cụm văn bản này mô tả chương trình đào tạo hệ Cử nhân (4 năm) ngành Khoa học Dữ liệu và Trí tuệ Nhân tạo (KHDL&TTNT) tại Đại học Bách Khoa Hà Nội.

**Nội dung chính được tóm tắt như sau:**

* **Hệ Cử nhân (4 năm):** Chương trình đào tạo tập trung vào việc trang bị kiến thức nền tảng và chuyên môn vững chắc về ICT,  nhằm đáp ứng nhu cầu nhân lực chất lượng cao trong và ngoài nước.  Chương trình chú trọng phát triển năng lực thiết kế, phát triển hệ thống, sản phẩm, giải pháp kỹ thuật và kỹ năng chuyên môn phù hợp với doanh nghiệp.  Đây là hệ đào tạo hướng đến việc sinh viên sớm tham gia thị trường lao động.

* **Ngành KHDL&TTNT:**  Chương trình đào tạo cung cấp kiến thức về xử lý, phân tích và biểu diễn dữ liệu, cũng như phát triển các hệ thống trí tuệ nhân tạo.  Sự ra đời của ngành này bắt nguồn từ sự bùng nổ dữ liệu lớn (big data) và nhu cầu khai thác thông tin có giá trị từ dữ liệu đó (ví dụ: dự báo nhu cầu nhân lực, dự báo điểm chuẩn đại học).

* **Kiến thức và kỹ năng:** Sinh viên sẽ được trang bị kiến thức về toán (xác suất, thống kê), khoa học máy tính (học máy, khai phá dữ liệu, trí tuệ nhân tạo), và kiến thức chuyên môn trong các lĩnh vực khác nhau.

* **Triển vọng nghề nghiệp:** Sinh viên tốt nghiệp không chỉ làm việc trong các công ty CNTT mà còn có thể làm việc tại nhiều lĩnh vực khác nhau như tài chính, ngân hàng, bảo hiểm, chứng khoán, phân tích thị trường, tư vấn, dự báo và hoạch định chính sách, nhờ khả năng khai thác và phân tích dữ liệu.
","{'id': ['1', '11', '12', '13'], 'source': ['Mô hình đào tạo Trường Công nghệ Thông tin và Truyền thông.txt']}",1
"Cụm văn bản này mô tả chương trình đào tạo Kỹ sư (Cử nhân - Kỹ sư) tại Đại học Bách Khoa Hà Nội.  Chương trình này gồm 180 tín chỉ, kéo dài 5,5 năm và thuộc hệ Sau đại học.  Mục tiêu là đào tạo kỹ sư có kiến thức chuyên môn sâu, cập nhật, định hướng ứng dụng và công nghiệp, đáp ứng nhu cầu nhân lực kỹ thuật cao trong và ngoài nước.  Chương trình được xây dựng lại để phù hợp với Nghị định số 99/2019/NĐ-CP của Chính phủ, quy định Kỹ sư và Thạc sĩ cùng tương đương trình độ bậc 7 theo Khung trình độ quốc gia.  Đối với sinh viên nhập học trước năm 2020 (từ khóa 64 trở về trước), sẽ có hai chương trình song song: Kỹ sư 162 tín chỉ (5 năm, hệ Đại học) và Kỹ sư 180 tín chỉ (5,5 năm, hệ Sau đại học).  Hiện tại, trường đào tạo dựa trên 3 ngành trụ cột chính (nhưng cụm văn bản không nêu rõ 3 ngành đó là gì).
","{'id': ['4', '5', '7'], 'source': ['Mô hình đào tạo Trường Công nghệ Thông tin và Truyền thông.txt']}",1
"Đại học Bách Khoa Hà Nội hiện có 3 ngành đào tạo trụ cột:

1. **Khoa học Máy tính (KHMT):**  Tập trung vào phần mềm, trang bị kiến thức về toán rời rạc, giải thuật, cấu trúc dữ liệu, lập trình, cơ sở dữ liệu, kỹ thuật phần mềm, xử lý ngôn ngữ tự nhiên,... Sinh viên sẽ có khả năng phát triển các phần mềm, chương trình và hệ thống thông tin ứng dụng thực tiễn như phần mềm quản lý, trò chơi, website thương mại điện tử,...

2. **Kỹ thuật Máy tính (KTMT):** Kết hợp kiến thức phần cứng và phần mềm.  Là sự kết hợp giữa Khoa học Máy tính (phần mềm) và Kỹ thuật Điện - Điện tử (phần cứng).  Sinh viên sẽ học cách viết phần mềm, thiết kế phần cứng và tích hợp cả hai để tạo ra các hệ thống tối ưu. Ví dụ: phát triển camera thông minh, tích hợp phần cứng và phần mềm để thu nhận, xử lý và truyền hình ảnh.
","{'id': ['8', '9', '10'], 'source': ['Mô hình đào tạo Trường Công nghệ Thông tin và Truyền thông.txt']}",1
"Dưới đây là tóm tắt ngắn gọn và chi tiết nội dung chính của từng cụm văn bản:

**Cụm văn bản 1: Mô hình đào tạo linh hoạt và hội nhập quốc tế**

Cụm văn bản này giới thiệu mô hình đào tạo linh hoạt và quốc tế hóa của Đại học Bách Khoa Hà Nội, tập trung vào phát triển sự nghiệp sinh viên.  Trường cung cấp nhiều lựa chọn ngành học và các chương trình tích hợp:

* **Chương trình Cử nhân + Kỹ sư:** Chương trình chuyên sâu, đào tạo chuyên gia về công nghệ, phù hợp với R&D, khởi nghiệp hoặc học tiến sĩ.
* **Chương trình Cử nhân + Thạc sĩ (5,5 năm):** Chương trình định hướng nghiên cứu, chuẩn bị cho sinh viên làm việc trong R&D, học nghiên cứu sinh hoặc trở thành chuyên gia đầu ngành.  Nhấn mạnh vào nghiên cứu thực hành.

Ngoài ra, trường còn có các hệ đào tạo Đại học, Thạc sĩ và Tiến sĩ.


**Cụm văn bản 2: Chương trình đào tạo Khoa học Dữ liệu và Trí tuệ Nhân tạo (KHDL&TTNT)**

Cụm văn bản mô tả chương trình Cử nhân 4 năm ngành KHDL&TTNT tại Đại học Bách Khoa Hà Nội.  Chương trình tập trung vào:

* **Kiến thức nền tảng và chuyên môn ICT:**  Đáp ứng nhu cầu nhân lực chất lượng cao trong và ngoài nước, hướng đến việc sinh viên sớm tham gia thị trường lao động.
* **Xử lý, phân tích và biểu diễn dữ liệu, phát triển hệ thống trí tuệ nhân tạo:**  Giải quyết nhu cầu khai thác thông tin từ dữ liệu lớn (big data).
* **Kiến thức và kỹ năng:** Toán (xác suất, thống kê), khoa học máy tính (học máy, khai phá dữ liệu, trí tuệ nhân tạo), và kiến thức chuyên môn trong các lĩnh vực khác.
* **Triển vọng nghề nghiệp:**  Làm việc trong nhiều lĩnh vực như CNTT, tài chính, ngân hàng, bảo hiểm, chứng khoán, phân tích thị trường, tư vấn, dự báo và hoạch định chính sách.


**Cụm văn bản 3: Chương trình đào tạo Kỹ sư**

Cụm văn bản này","{'id': [], 'source': []}",2
"Ngày 06/9/2023 Giám đốc Đại học BKHN ký ban hành Quyết định 7836/QĐ-ĐHBK về mức học phí các chương trình đào tạo chính quy trong học kỳ 1 năm học 2023-2024. Trong đó:
Mức học phí trong học kỳ 1 năm học 2023-2024
Mức học phí đào tạo đại học chính quy trong học kỳ 1 đối với các khóa từ khóa 67 trở về trước không thay đổi so với mức học phí của chương trình đào tạo tương ứng đã áp dụng trong năm học 2022-2023.
Mức học phí đào tạo đại học chính quy đối với Khóa 68 (nhập học trong năm 2023) bằng mức học phí của chương trình đào tạo tương ứng đối với Khóa 67 (nhập học trong năm 2022).","{'source': 'Mức học phí các chương trình đào tạo chính quy trong học kỳ 1 năm học 2023-2024.txt', 'id': '0'}",0
"Mức học phí đào tạo đại học chính quy đối với Khóa 68 (nhập học trong năm 2023) bằng mức học phí của chương trình đào tạo tương ứng đối với Khóa 67 (nhập học trong năm 2022).
Mức học phí đào tạo thạc sĩ, tiến sĩ không thay đổi so với mức học phí của chương trình đào tạo tương ứng được áp dụng trong năm học 2022-2023.
Mức học phí đào tạo thạc sĩ, tiến sĩ đối với khóa mới nhập học trong học kỳ 1 năm học 2023-2024 bằng mức học phí của chương trình đào tạo tương ứng đối với khóa nhập học trong năm học 2022-2023.
Chế độ miễn, giảm học phí","{'source': 'Mức học phí các chương trình đào tạo chính quy trong học kỳ 1 năm học 2023-2024.txt', 'id': '1'}",0
"Chế độ miễn, giảm học phí
Chế độ miễn, giảm học phí được thực hiện theo Quy định ban hành kèm theo Quyết định số 5776/QĐ-ĐHBK ngày 18 tháng 7 năm 2023 của Giám đốc Đại học Bách khoa Hà Nội.","{'source': 'Mức học phí các chương trình đào tạo chính quy trong học kỳ 1 năm học 2023-2024.txt', 'id': '2'}",0
"Quyết định số 7836/QĐ-ĐHBK ngày 06/9/2023 của Giám đốc Đại học Bách khoa Hà Nội về mức học phí học kỳ 1 năm học 2023-2024 quy định:

* **Đại học chính quy:** Học phí các khóa từ khóa 67 trở về trước giữ nguyên so với năm học 2022-2023. Khóa 68 (nhập học năm 2023) có mức học phí bằng khóa 67 (nhập học năm 2022).
* **Thạc sĩ và Tiến sĩ:** Học phí giữ nguyên so với năm học 2022-2023, cả đối với khóa cũ và khóa mới nhập học năm 2023.
* **Miễn, giảm học phí:** Được thực hiện theo Quy định ban hành kèm theo Quyết định số 5776/QĐ-ĐHBK ngày 18/7/2023 của Giám đốc Đại học Bách khoa Hà Nội.
","{'id': ['0', '1', '2'], 'source': ['Mức học phí các chương trình đào tạo chính quy trong học kỳ 1 năm học 2023-2024.txt']}",1
"Phòng hỗ trợ, tư vấn học tập và tâm lý sinh viên là đơn vị thuộc Phòng CTSV được thành lập ngày 30-06- 2021 theo Quyết định số 1598 của Hiệu trưởng trường ĐHBKHN. Tiền thân là Tổ tư vấn tâm lý cho sinh viên. được thành lập 3/2019.
Vai trò
Tư vấn, gỡ rối và hỗ trợ giải quyết những vấn đề liên quan tới học tập, tâm lý, sức khỏe sinh sản, giới tính,... của sinh viên. 
Hướng dẫn, đào tạo kỹ năng sống thông qua những buổi hội thảo, toạ đàm, các hoạt động kết nối sinh viên, chia sẻ kiến thức..
Các hoạt động
Tư vấn tâm lý cho sinh viên;
Tư vấn học tập cho sinh viên;","{'source': 'Phòng hỗ trợ, tư vấn học tập và tâm lý sinh viên.txt', 'id': '0'}",0
"Các hoạt động
Tư vấn tâm lý cho sinh viên;
Tư vấn học tập cho sinh viên;
Tổ chức các buổi nói chuyện chuyên đề, các buổi chia sẻ kinh nghiệm nhằm giúp sinh viên vượt qua các khó khăn, vướng mắc trong học tập, cuộc sống.
Đối tượng
Sinh viên có nguy cơ gặp vấn đề về tâm lý ảnh hưởng bởi kết quả học tập hoặc có kết quả rèn luyện kém.
Sinh viên có dấu hiệu bệnh lý, hoặc “chủ động” nhờ trợ giúp tâm lý.
Phụ huynh và những người liên quan.","{'source': 'Phòng hỗ trợ, tư vấn học tập và tâm lý sinh viên.txt', 'id': '1'}",0
"Sinh viên có nguy cơ gặp vấn đề về tâm lý ảnh hưởng bởi kết quả học tập hoặc có kết quả rèn luyện kém.
Sinh viên có dấu hiệu bệnh lý, hoặc “chủ động” nhờ trợ giúp tâm lý.
Phụ huynh và những người liên quan.
Đến với Phòng tư vấn bạn sẽ: được bày tỏ, chia sẻ những tâm tư thầm kín, những vướng mắc, lo âu trong cuộc sống, những khó khăn trong học tập. Đồng thời, các bạn cũng sẽ có cơ hội được giúp đỡ các bạn sinh viên gặp khó khăn khác.","{'source': 'Phòng hỗ trợ, tư vấn học tập và tâm lý sinh viên.txt', 'id': '2'}",0
"Tham khảo: https://hust.edu.vn/vi/sinh-vien/sinh-vien-hien-tai/bach-khoa-co-can-phong-giup-sinh-vien-bo-quen-buon-lo-ap-luc-646334.html
Thông tin liên hệ
Phòng 101 - C1 (Mở cửa theo lịch làm việc các ngày trong tuần)
SĐT: +84(0)24 3869 3108
Email: ssu@hust.edu.vn
Cổng thông tin (mục hoạt động): http://ctt.hust.edu.vn
Fanpage: http://ww.facebook.com/phongtuvantamlydhbkhn","{'source': 'Phòng hỗ trợ, tư vấn học tập và tâm lý sinh viên.txt', 'id': '3'}",0
"Phòng hỗ trợ, tư vấn học tập và tâm lý sinh viên Đại học Bách Khoa Hà Nội (ĐHBKHN) được thành lập ngày 30/06/2021 (tiền thân là Tổ tư vấn tâm lý sinh viên từ 3/2019).  Phòng này có vai trò tư vấn, hỗ trợ sinh viên về học tập, tâm lý, sức khỏe sinh sản, giới tính, và đào tạo kỹ năng sống thông qua các hoạt động như hội thảo, tọa đàm.  Phòng tư vấn tiếp nhận sinh viên có vấn đề về tâm lý (ảnh hưởng từ học tập hoặc rèn luyện kém), sinh viên có dấu hiệu bệnh lý hoặc chủ động cần trợ giúp, cùng phụ huynh và người liên quan.  Sinh viên đến đây có thể chia sẻ khó khăn, vướng mắc và được hỗ trợ. Phòng nằm tại Phòng 101 - C1, liên hệ qua số điện thoại +84(0)24 3869 3108, email ssu@hust.edu.vn, website http://ctt.hust.edu.vn và Fanpage http://ww.facebook.com/phongtuvantamlydhbkhn.
","{'id': ['0', '1', '2', '3'], 'source': ['Phòng hỗ trợ, tư vấn học tập và tâm lý sinh viên.txt']}",1
"PHÒNG TƯ VẤN HỌC TẬP & TÂM LÝ SINH VIÊN
Cập nhật: 12:01 03/06/2023
Phòng hỗ trợ, tư vấn học tập và tâm lý sinh viên là đơn vị thuộc Phòng CTSV được thành lập ngày 30-06- 2021 theo Quyết định số 1598 của Hiệu trưởng trường ĐHBKHN. Tiền thân là Tổ tư vấn tâm lý cho sinh viên. được thành lập 3/2019.
Vai trò
Tư vấn, gỡ rối và hỗ trợ giải quyết những vấn đề liên quan tới học tập, tâm lý, sức khỏe sinh sản, giới tính,... của sinh viên.
Hướng dẫn, đào tạo kỹ năng sống thông qua những buổi hội thảo, toạ đàm, các hoạt động kết nối sinh viên, chia sẻ kiến thức..","{'source': 'PHÒNG TƯ VẤN HỌC TẬP & TÂM LÝ SINH VIÊN.txt', 'id': '0'}",0
"Hướng dẫn, đào tạo kỹ năng sống thông qua những buổi hội thảo, toạ đàm, các hoạt động kết nối sinh viên, chia sẻ kiến thức..
Các hoạt động
Tư vấn tâm lý cho sinh viên;
Tư vấn học tập cho sinh viên;
Tổ chức các buổi nói chuyện chuyên đề, các buổi chia sẻ kinh nghiệm nhằm giúp sinh viên vượt qua các khó khăn, vướng mắc trong học tập, cuộc sống.
Đối tượng
Sinh viên có nguy cơ gặp vấn đề về tâm lý ảnh hưởng bởi kết quả học tập hoặc có kết quả rèn luyện kém.
Sinh viên có dấu hiệu bệnh lý, hoặc “chủ động” nhờ trợ giúp tâm lý.
Phụ huynh và những người liên quan.","{'source': 'PHÒNG TƯ VẤN HỌC TẬP & TÂM LÝ SINH VIÊN.txt', 'id': '1'}",0
"Sinh viên có nguy cơ gặp vấn đề về tâm lý ảnh hưởng bởi kết quả học tập hoặc có kết quả rèn luyện kém.
Sinh viên có dấu hiệu bệnh lý, hoặc “chủ động” nhờ trợ giúp tâm lý.
Phụ huynh và những người liên quan.
Đến với Phòng tư vấn bạn sẽ: được bày tỏ, chia sẻ những tâm tư thầm kín, những vướng mắc, lo âu trong cuộc sống, những khó khăn trong học tập. Đồng thời, các bạn cũng sẽ có cơ hội được giúp đỡ các bạn sinh viên gặp khó khăn khác.","{'source': 'PHÒNG TƯ VẤN HỌC TẬP & TÂM LÝ SINH VIÊN.txt', 'id': '2'}",0
"Tham khảo: https://hust.edu.vn/vi/sinh-vien/sinh-vien-hien-tai/bach-khoa-co-can-phong-giup-sinh-vien-bo-quen-buon-lo-ap-luc-646334.html
Thông tin liên hệ
Phòng 101 - C1 (Mở cửa theo lịch làm việc các ngày trong tuần)
SĐT: +84(0)24 3869 3108
Email: ssu@hust.edu.vn
Cổng thông tin (mục hoạt động): http://ctt.hust.edu.vn
Fanpage: http://ww.facebook.com/phongtuvantamlydhbkhn","{'source': 'PHÒNG TƯ VẤN HỌC TẬP & TÂM LÝ SINH VIÊN.txt', 'id': '3'}",0
"Phòng Tư vấn Học tập & Tâm lý Sinh viên Đại học Bách Khoa Hà Nội (ĐHBKHN) được thành lập ngày 30/6/2021, tiền thân là Tổ tư vấn tâm lý sinh viên (thành lập 3/2019).  Phòng có vai trò tư vấn, hỗ trợ sinh viên về học tập, tâm lý, sức khỏe sinh sản, giới tính, v.v... bằng các hoạt động tư vấn cá nhân, tổ chức hội thảo, tọa đàm, chia sẻ kinh nghiệm.  Đối tượng được hỗ trợ bao gồm sinh viên gặp vấn đề tâm lý do học tập, rèn luyện kém; sinh viên có dấu hiệu bệnh lý hoặc chủ động tìm kiếm sự trợ giúp; phụ huynh và người liên quan.  Phòng đặt tại Phòng 101 - C1, liên hệ qua số điện thoại +84(0)24 3869 3108, email ssu@hust.edu.vn, website http://ctt.hust.edu.vn và fanpage http://ww.facebook.com/phongtuvantamlydhbkhn.
","{'id': ['0', '1', '2', '3'], 'source': ['PHÒNG TƯ VẤN HỌC TẬP & TÂM LÝ SINH VIÊN.txt']}",1
"QUY CHẾ ĐÀO TẠO (Ban hành kèm theo Quyết định số 4600/QĐ–ĐHBK ngày 09 tháng 6 năm 2023 của Giám đốc Đại học Bách khoa Hà Nội) 
CHƯƠNG I NHỮNG QUY ĐỊNH CHUNG
Điều 1. Phạm vi điều chỉnh và đối tượng áp dụng
1. Quy chế này quy định về công tác đào tạo đối với các khóa đào tạo theo hình thức chính quy, vừa làm vừa học và cấp văn bằng cử nhân, kỹ sư, thạc sĩ hoặc tiến sĩ của Đại học Bách khoa Hà Nội (sau đây gọi tắt là ĐHBK Hà Nội). Những vấn đề không được đề cập đến trong Quy chế này sẽ được áp dụng theo các quy chế đào tạo do Bộ Giáo dục và Đào tạo (Bộ GDĐT) ban hành 1 2 3.","{'source': 'Quy chế đào tạo 2023.txt', 'id': '0'}",0
"2. Quy chế này áp dụng cho sinh viên đại học, học viên của chương trình thạc sĩ và nghiên cứu sinh (sau đây gọi chung là người học) của ĐHBK Hà Nội.
3. Các đơn vị cấp 2 thuộc ĐHBK Hà Nội được giao nhiệm vụ thực hiện công tác đào tạo được gọi tắt là trường/khoa.
Điều 2. Ngành đào tạo, chương trình đào tạo
1. Ngành đào tạo (sau đây gọi tắt là ngành) là một lĩnh vực chuyên môn rộng, có mã số trong Danh mục thống kê ngành đào tạo của giáo dục đại học do Bộ GDĐT quản lý 4.","{'source': 'Quy chế đào tạo 2023.txt', 'id': '1'}",0
"1. Ngành đào tạo (sau đây gọi tắt là ngành) là một lĩnh vực chuyên môn rộng, có mã số trong Danh mục thống kê ngành đào tạo của giáo dục đại học do Bộ GDĐT quản lý 4.
2. Chương trình đào tạo (sau đây gọi tắt là CTĐT) được xây dựng theo đơn vị tín chỉ và là bản thiết kế cho toàn bộ quá trình đào tạo của một ngành. Chương trình thể hiện rõ trình độ đào tạo; đối tượng đào tạo, điều kiện nhập học và điều kiện tốt nghiệp; mục tiêu đào tạo, chuẩn kiến thức, kỹ năng của người học khi tốt nghiệp; nội dung (chương trình giảng dạy); kế hoạch đào tạo theo thời gian học tập chuẩn; phương pháp và hình thức đào tạo; cách thức đánh giá kết quả học tập; các điều kiện thực hiện chương trình.","{'source': 'Quy chế đào tạo 2023.txt', 'id': '2'}",0
"1 Quy chế đào tạo trình độ đại học, ban hành theo Thông tư số 08/2021/TT-BGDĐT ngày 18 tháng 3 năm 2021 của Bộ trưởng Bộ Giáo dục và Đào tạo. 
2 Quy chế tuyển sinh và đào tạo trình độ thạc sĩ, ban hành theo Thông tư số 23/2021/TT-BGDĐT ngày 30 tháng 8 năm 2021 của Bộ trưởng Bộ Giáo dục và Đào tạo. 
3 Quy chế tuyển sinh và đào tạo trình độ tiến sĩ, ban hành theo Thông tư số 18/2021/TT-BGDĐT ngày 28 tháng 6 năm 2021 của Bộ trưởng Bộ Giáo dục và Đào tạo. 
4 Danh mục thống kê ngành đào tạo của giáo dục đại học ban hành theo Thông tư số 09/2022/TT-BGDĐT ngày 06 tháng 6 năm 2022 của Bộ trưởng Bộ Giáo dục và Đào tạo. 2","{'source': 'Quy chế đào tạo 2023.txt', 'id': '3'}",0
"3. CTĐT tích hợp là chương trình được thiết kế tổng thể theo hướng tích hợp kiến thức của hai bậc trình độ, đảm bảo học tập liên tục giữa các bậc đào tạo nhằm tối ưu hóa thời gian đào tạo cho người học. Chương trình tích hợp cử nhân-kỹ sư có thời gian thiết kế là 5,5 năm và khối lượng học tập 180 TC; bao gồm hai bậc trình độ: Cử nhân (thời gian đào tạo 4 năm, trình độ đại học, cấp bằng cử nhân) và Kỹ sư (thời gian đào tạo 1,5 năm, cấp bằng kỹ sư, tương đương trình độ thạc sĩ). Tính tích hợp được thể hiện bằng việc thiết kế các mô đun học phần trong chương trình cử nhân có kiến thức nền tảng liên quan chặt chẽ đến các chuyên ngành kỹ sư.","{'source': 'Quy chế đào tạo 2023.txt', 'id': '4'}",0
"4. Chương trình ELITECH (từ viết tắt của cụm từ Elite Technology Program) là CTĐT chất lượng cao (tên gọi theo Thông tư 23/2014/TT-BGDĐT), thể hiện ở một số yếu tố sau: chất lượng đầu vào; chuẩn đầu ra; giá trị văn bằng tốt nghiệp; phương thức tổ chức đào tạo; điều kiện hỗ trợ đào tạo; nội dung, phương pháp và ngôn ngữ dạy và học. Chương trình ELITECH có mức độ quốc tế hóa cao với ngôn ngữ dạy và học chủ yếu bằng tiếng Anh hoặc có thể bằng các ngoại ngữ khác đáp ứng mục tiêu của chương trình","{'source': 'Quy chế đào tạo 2023.txt', 'id': '5'}",0
". Chương trình ELITECH có mức độ quốc tế hóa cao với ngôn ngữ dạy và học chủ yếu bằng tiếng Anh hoặc có thể bằng các ngoại ngữ khác đáp ứng mục tiêu của chương trình. CTĐT được xây dựng trên cơ sở tham chiếu chương trình tương đương của các trường đại học nước ngoài có danh tiếng; chương trình có các điều kiện thuận lợi để trao đổi sinh viên, công nhận tín chỉ, cấp song bằng cùng với các trường đối tác.","{'source': 'Quy chế đào tạo 2023.txt', 'id': '6'}",0
"5. Thời gian và khối lượng học tập chuẩn đối với các CTĐT theo hình thức chính quy không kể các môn học bổ sung kiến thức được quy định như sau: Chương trình Cử nhân Thạc sĩ Tiến sĩ Kỹ sư 6 Người học Tốt nghiệp THPT Tốt nghiệp cử nhân Tốt nghiệp cử nhân theo chương trình tích hợp 5 Tốt nghiệp thạc sĩ Tốt nghiệp đại học Tốt nghiệp cử nhân theo chương trình tích hợp Thời gian 4 năm 2 năm 1,5 năm 3 năm 4 năm 1,5 năm Khối lượng tối thiểu 132 tín chỉ 60 tín chỉ 48 tín chỉ 90 tín chỉ 120 tín chỉ 48 tín chỉ
6. Thời gian theo kế hoạch học tập chuẩn toàn khoá đối với hình thức đào tạo vừa làm vừa học dài hơn tối thiểu 20% so với hình thức đào tạo chính quy của cùng CTĐT.","{'source': 'Quy chế đào tạo 2023.txt', 'id': '7'}",0
"6. Thời gian theo kế hoạch học tập chuẩn toàn khoá đối với hình thức đào tạo vừa làm vừa học dài hơn tối thiểu 20% so với hình thức đào tạo chính quy của cùng CTĐT.
7. Các CTĐT cấp bằng cử nhân, kỹ sư, thạc sĩ, tiến sĩ được công bố công khai trước khi tuyển sinh, phù hợp với các quy định hiện hành của Bộ Giáo dục và Đào tạo và chuẩn CTĐT của ĐHBK Hà Nội.","{'source': 'Quy chế đào tạo 2023.txt', 'id': '8'}",0
"8. CTĐT có thể được điều chỉnh và áp dụng cho từng khóa tuyển sinh; sinh viên, học viên nhập học năm nào sẽ được áp dụng phiên bản chương trình giảng dạy của 5 Chương trình đào tạo cử nhân-thạc sĩ tích hợp là chương trình được thiết kế một cách tổng thể, liên tục giữa bậc đào tạo đại học trình độ cử nhân và đào tạo sau đại học ở trình độ thạc sĩ. Sinh viên được tích lũy trước 12TC-15TC của chương trình bậc thạc sĩ khi tốt nghiệp cử nhân. 6 Chương trình đào tạo cử nhân-kỹ sư tích hợp là chương trình được thiết kế một cách tổng thể, liên tục giữa bậc đào tạo đại học cấp bằng cử nhân và bậc đào tạo kỹ sư cấp bằng kỹ sư chuyên sâu đặc thù. 3 năm đó","{'source': 'Quy chế đào tạo 2023.txt', 'id': '9'}",0
". 6 Chương trình đào tạo cử nhân-kỹ sư tích hợp là chương trình được thiết kế một cách tổng thể, liên tục giữa bậc đào tạo đại học cấp bằng cử nhân và bậc đào tạo kỹ sư cấp bằng kỹ sư chuyên sâu đặc thù. 3 năm đó. Những cập nhật liên quan đến CTĐT của một khóa học chỉ được áp dụng khi không ảnh hưởng đến kết quả học tập, rèn luyện đã tích lũy của người học.","{'source': 'Quy chế đào tạo 2023.txt', 'id': '10'}",0
"Điều 3. Thời gian và kế hoạch học tập
1. ĐHBK Hà Nội tổ chức đào tạo theo năm học và học kỳ. Một năm học bao gồm hai học kỳ chính và một học kỳ hè. Một học kỳ chính có thể được chia thành 2 đợt A và B, mỗi đợt có thời gian bằng một nửa học kỳ chính. Học kỳ hè được tổ chức theo yêu cầu của người học và khả năng bố trí giảng viên của trường/khoa phụ trách giảng dạy.
2. Lịch đăng ký học tập, thời khóa biểu, lịch thi và kế hoạch xét công nhận tốt nghiệp trong năm học tuân theo Khung kế hoạch thời gian năm học của ĐHBK Hà Nội, ngoại trừ các học phần tiến sĩ được bố trí lịch giảng dạy và lịch thi riêng theo tiến độ học tập của nghiên cứu sinh (NCS).","{'source': 'Quy chế đào tạo 2023.txt', 'id': '11'}",0
"3. Căn cứ kế hoạch học tập chuẩn toàn khóa của chương trình, người học tự xây dựng kế hoạch học tập theo từng học kỳ.
a) Người học được phép tốt nghiệp sớm hơn khi đã đáp ứng toàn bộ điều kiện tốt nghiệp của CTĐT hoặc tốt nghiệp chậm hơn so với thời gian theo kế hoạch học tập chuẩn, nhưng thời gian chậm tiến độ không được vượt quá 5 học kỳ đối với các chương trình cấp bằng cử nhân, không quá 2 học kỳ đối với các chương trình cấp bằng kỹ sư và thạc sĩ.","{'source': 'Quy chế đào tạo 2023.txt', 'id': '12'}",0
"b) Đối với sinh viên học liên thông đã được miễn trừ khối lượng tín chỉ tích lũy, thời gian thiết kế để hoàn thành khóa học được xác định trên cơ sở thời gian theo kế hoạch học tập chuẩn toàn khoá giảm tương ứng với khối lượng tín chỉ được công nhận và miễn trừ cho người học. Thời gian chậm tiến độ không được vượt quá 3 học kỳ và không vượt quá 2 lần thời gian thiết kế để hoàn thành khóa học.","{'source': 'Quy chế đào tạo 2023.txt', 'id': '13'}",0
"c) Thời gian đào tạo chuẩn của trình độ tiến sĩ từ 03 năm đến 04 năm. Nếu NCS đăng ký học tập, nghiên cứu với khối lượng 30 tín chỉ/năm học thì được xác định là tập trung toàn thời gian. NCS được gia hạn thời gian hoàn thành luận án đào tạo tối đa 02 lần, mỗi lần từ 1-2 năm; tổng thời gian đào tạo (kể cả thời gian gia hạn) không được vượt quá 6 năm (72 tháng) kể từ khi có quyết định công nhận NCS đến thời điểm bảo vệ thành công luận án ở cấp cơ sở và hoàn thành các thủ tục để thực hiện quy trình đánh giá luận án cấp Đại học.","{'source': 'Quy chế đào tạo 2023.txt', 'id': '14'}",0
"d) Đối với người học các CTĐT đại học và thuộc diện đối tượng ưu tiên theo quy định tại Quy chế tuyển sinh đại học chính quy tại năm trúng tuyển, thời gian tối đa được phép học tại ĐHBK Hà Nội không quá 02 lần thời gian theo kế hoạch học tập chuẩn hoặc thời gian thiết kế đối với đào tạo liên thông.
Điều 4. Tín chỉ và học phần","{'source': 'Quy chế đào tạo 2023.txt', 'id': '15'}",0
